author-link,author-link-href,title-link,title-link-href,text,pagination,pagination-href
"","","The Flower","http://www.newyorker.com/magazine/2015/06/29/the-flower","Mink started hollering again before sunup. Her high-pitched wailing was even louder now. The men were scratchy-eyed and tired. Mackinnon kicked her, or kicked one of them, as he passed. She went hoarse that afternoon, which only made her voice more irritating. Something in it had changed, Wolfred thought. He didn’t understand the language very well.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Freezer Chest","http://www.newyorker.com/magazine/2015/05/25/the-freezer-chest","It was as if a heavy lid had slammed shut within me. That’s how I recall it, a great lid, and beneath it a frozen darkness that was all my own. While Mark held forth on my naïveté for the others, I fell back into the dark and thought of things that were impervious—cement floors, Plexiglas, ice packs—and that the safest way to avoid people like Mark was to seal yourself off, and then, when you were sealed off, it was about your face and getting it back in position, getting it to close over the darkness and everything you have stored inside. So, when he raised his beer with the others, I said that if he thought I was so dumb we could make a bet about who’d score highest on the graduating exams, and he said, “Sure, no problem,” and I said, “All right then, no problem,” and he laughed, saying, “Fuck yeah,” and I got to my feet, and he said we’d bet a pizza, and I said, “No problem.” He wanted to shake on it. I slapped my right hand against his chubby, outstretched fingers, and walked straight out onto the deck, and I’d like to think I stared out toward England. It was, in any case, ocean that I was staring across, and there isn’t much more to say about that week in London other than that I spent a week in London when I was eighteen.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“A Toyota Camry. It’s all they had.” He was about to add “with a roomy back seat” but thought better of it.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“Hullo. Care if I join you?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","“The light, the space, my God!” Carl found himself saying to the small, perfectly dressed host, who stood on the landing.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","“Well, aren’t you the lucky one,” Ann said admiringly. “A lovely chap, and he can pay as well!”","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“It’s been a long time, ungh? Pull that arrow out and follow me. Have you brought me anything to eat?”","",""
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“It’s all right. You don’t have to show me. It’s enough that you let me feel it.” Through his hand, she could feel his whole body relax. “I trust you now.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","She was thinking about this as she drove too fast up the avenue the following evening, her knuckles white on the steering wheel. It was just after five-fifteen. Nobody had been able to cover her appointments, or, more accurately, nobody had been willing to. It was like that at work lately: everybody pretending busyness, everybody watching, the way children in a parlor game watch the chairs, knowing that the music could stop at any moment. Bill had telephoned at two, inquiring as to the whereabouts of a particular blue shirt. “Be sure to lock the doors,” she’d said, to which he’d replied that he always locked them, this being a downright lie. She didn’t tell him that she’d be late.","",""
"","","Ghosts and Empties","http://www.newyorker.com/magazine/2015/07/20/ghosts-and-empties","There’s an elegant, tall woman who walks a Great Dane the color of dryer lint; I am afraid that the woman is unwell because she walks rigidly, her face pulsing as if intermittently electrified by pain. I sometimes imagine how, should I barrel around a corner to find her slumped on the ground, I would drape her over her dog, smack his withers, and watch as he, with his great dignity, carried her home.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“It’s fine,” he assured her pleasantly. “Take a bath.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","In the courtyard, she looked up at Barbro Ekman’s apartment. The blinds were drawn. The light in the front room had been turned out. She was cold. She turned on the light in the stairwell, listened to her shoes click and shuffle against the hard stone. From one of the ground-floor apartments, loud applause and laughter from a television mocked her. She steadied herself with a hand on the cold wall.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","Or maybe the Stasi’s suspicions had centered on the stepdaughter in Leipzig. Or on Horst’s co-workers at the power plant, the ones he’d reported on. Maybe one of them was already in prison for the crime. For weeks after the killing, Andreas had looked at the newspapers every day. If the criminal police had been handling the case, they surely would have put a picture of the missing man in the papers. But no picture ever appeared. The only realistic explanation was that the Stasi was keeping the police out of it.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Freezer Chest","http://www.newyorker.com/magazine/2015/05/25/the-freezer-chest","But then Mark decided to come along on the study trip to London, and I knew that it would prove difficult, for not only did Mark not like me but all the others liked him a lot, and even though I was friends with Henrietta I’d have to hang out with the English teacher, who claimed that he’d once flown with the Royal Canadian Air Force, and, as he was telling me how he’d ended up there and how his farsightedness had come between him and re-upping, I sat and looked over at the little group gathered around Mark. Henrietta was there, laughing every time he said something, but then, when the English teacher had gone to his bunk, he called me over, Mark did, and told me the story of the freezer chest.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“How did he get a bow that big?” Big Uncle asked. “It must be a fantasy.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Sure. We’re just talking.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","Sally and her mother were absorbed together that summer in projects of transformation, changing their clothes or their rooms or themselves. Sally stood over the soup of murky cold-dye in the old washing-up bowl, watching for the blisters of fabric to erupt above the surface, prodding them down with the stained handle of a wooden spoon, feeling hopeful in spite of everything. She wasn’t beautiful like her mother, but Ann made her feel that there was a way around that. Ann always had a plan—and Sally yielded to the gifted, forceful hands that came plucking at her eyebrows or twisting up her hair, whipping the tape measure around her waistline. The jacket was a success: Sally wore it a lot, unbuttoned over T-shirts and jeans. They both dieted, and her mother lost a stone; she’d never looked so lovely. Ann got a babysitter and went out to parties with spare knickers and a toothbrush in her handbag, but came home alone. At the end of the summer, their father moved back in again.","",""
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Not us,” he ventured. “I guess, like, not especially us.” But then a thought came to him. “Elizabeth, you don’t think . . . ?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Driver","http://www.newyorker.com/magazine/2015/09/28/the-driver-fiction-thomas-mcguane","After watching his mother leave the school parking lot without him, Spencer first considered going back into the school, but trying to explain to Mr. Cooper or anyone else how his mother just got caught up in her thoughts seemed to be beyond him. He was sure that if he waited she would eventually realize she had forgotten him, but standing there alone would have people wondering about him, so he set out walking, though it was almost dark and getting cold. If she hadn’t driven off so fast, he would have been in his bedroom by now with his aquarium light turned on, the guppies and angelfish swimming around the bubbler or darting for the flakes of food he dropped.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","He heard her standing up.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","I ate, too, and despite my queasiness at the clump of black crow feathers I saw in the underbrush, the meat tasted wonderful, its gamy tang cut by the salt. My face warmed by the fire, and my stomach rumbling even as I ate, I tore my bird to shreds and sucked at the bones until they were dry. It was dark when we were done, and we passed the jug of water back and forth to wash down the last scraps of crow meat.","",""
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","Welcome to the darker side of love.","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","“Bring it up here, take everything out of it, and I’ll scrub it with a good bar of soap.” The thought of some of her jewelry (for she had no intention of giving the girl all of it) being lowered into that stinking sack prompted her to action. Also, she was curious as to what could be in the massive thing.","",""
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","“You didn’t have to do that,” Sara said.","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“It’s done, gentlemen. It’s over. Your song ended. You are news font; you are characters. I could read you each your own obituary. None of this—”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“Dead.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","As Yongsu and I froze and caught our breath, the dark silhouette shifted, looking momentarily like a giant black crane before bending into a more humble shape to approach us, grumbling under his breath. “It’s Yongsu,” he said, finally. “What reason do you have to be up here? And who’s that?”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“No.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“I have certainly been better.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","You slip away without speaking. You’re afraid that anything you say would be embarrassingly earnest.","",""
"","","The Duniazát","http://www.newyorker.com/magazine/2015/06/01/the-duniazat","“The law of nature,” he said. “Causes have their effects.” And her head nodded beneath his caressing hand.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Yeah, he lives around here,” Yongsu said. “He can’t get far with that crippled foot, and he’s been sick for a while. Maybe he’s looking for food or some medicinal herbs.”","",""
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","“Tomorrow at four. Which means I’ll need to leave here just after three.”","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","Several of the dead boys grabbed us and hustled us toward the posed and grinning rows of uniformed workers. We spotted a tripod in the corner of the lodge, a man doubled over, his head swallowed by the black cover. He was wearing a flamboyant costume: a ragged black cape, made from the same smocky material as the camera cover, and bright-red satin trousers.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","You could take it back. You could tell her that you were kidding, that you’d never take a woman’s child.","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","“I’m quite comfortable, thank you,” Ruth said.","",""
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","And, with that, you split in half.","",""
"","","The Driver","http://www.newyorker.com/magazine/2015/09/28/the-driver-fiction-thomas-mcguane","Spencer couldn’t speak.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","She shook her head again. “He’s already upset that I don’t come home until midnight. He thinks I’m out with boys. If I didn’t come home at all, he’d turn my mother in.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“You know we won’t be able to see each other for a very long time, whichever way it goes. No contact of any kind.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","At midday, she took her lunch to the park. The day was cool, with barely any sun, and there were plenty of benches free. She chose one beneath a tree and unwrapped her sandwich. A van from the Parks Department pulled up beside the small pond and reversed onto the grass. A warden got out, and, going around to the back of the van, unbolted the doors and let down the ramp. From where she sat, she could hear him making a series of cooing, coaxing noises. Eventually, a duck plodded out, dazedly, as if the van were a hard-shelled futuristic egg from which it had just hatched. It stood, bemused, on the ramp for a moment, and then suddenly there were more ducks behind it, pushing and jostling, and it was too late for it to turn back. A dozen of them, maybe more, descended onto the grass, a mixture of lustrous greens and blues and mottled browns, and, as the warden herded them toward the water, a child began to throw bread, striking one of them on the head. The warden shooed them onward, and they were wading in now, swimming, moving in tight little circles before broadening their orbit.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","He hated this hypothesis, but unfortunately it made more sense than any of the others. He hated it because there was an easy way to test it: find Annagret and ask her. Already scarcely an hour of his waking days passed without his wanting to go to her, and yet, if he was wrong about his hypothesis, and if she was still under suspicion and still being closely watched, it would be disaster for them to meet. Only she could know when they were safe.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Insu? Ya, you’ve grown like a bean sprout. All that good food in America.”","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Ah.” He moved the half-smoked Camel to the other side of his mouth.","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","Perched on the barstool, I plaited my hair. I tried to think up some good jokes.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Have you seen Liz?” Michael asked.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","What? Wait a minute . . . .","",""
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","“These do look beautiful,” Nola conceded yearningly.","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“When I was young, we used to put the old people out in caves like this to die after they started to go senile. After they shit and pissed in their clothes and couldn’t remember the names of their children, the family would bring them into the mountains and seal them up in a cave with just a little opening for food. And every day they’d come and leave some food, until it stopped disappearing. When they knew the old person was dead, they’d wait a few more days, just to be sure, and then they’d open up the cave and take the body out for a good funeral and a good burial. Everyone would mourn, crying and sobbing as if the old person had died in some tragic way, but secretly they’d all be relieved.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“That wasn’t so bad,” she said.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","Big Uncle made a sweeping gesture around us. “This is all a dream,” he said. “When you die and move on, you forget it just like you forget dreams. And yet this is where you should have learned all your karmic lessons. What a shame to forget.”","",""
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Don’t stop till you get enough,” Marlon murmured, and lay back down.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","Hush, Aubby, I heard in Clara’s tiny, moth-fluttery voice, which was immediately incinerated by the hot pleasure of Lee’s gaze.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","Oh.","",""
"","","The Duniazát","http://www.newyorker.com/magazine/2015/06/01/the-duniazat","Dunia was deeply offended. “You mean,” she said, “that because we are not married our children cannot bear their father’s name.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","The surprise was that Blaise turned out to be as much of a socialist as Donny Ross, even if he did own a deer park. He didn’t object to any of the taxes, he said. The only damn problem was finding enough money to pay them, because old houses these days didn’t come with money attached. Thwaite was a bottomless pit when it came to money. He ought to give the place up, sell it as a hotel or something, but he was too sentimental. Anyway, there were an awful lot of big old houses on the market, and it wasn’t a good time in the hotel business. He and Nola called each other “Dear” and passed each other salt, in a twist of greaseproof paper, to go with the eggs. Kit had made little crustless sandwiches with cucumber and foie gras from a tin, and pinched bottles of champagne from her father’s wine cellar. She still lived at home in the suburbs with her widowed daddy, retired from his insurance job, whom she adored—though Ann thought he was a horrible old man. He’d told her once that little tarts ought to be flogged, to teach them a lesson.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“He was the one who checked the time. It wasn’t me.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","What on earth were these programs that Bill was letting him watch? She would book a day off next month, she decided; even a half day would do. She would make an appointment with the school principal, she would ring a child psychologist, she would return the calls of that woman from the bank. There was no longer any reason to hope Bill might do these things.","",""
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","“They’re nine-year-old boys,” she’d said. “Can we stop talking about them like they’re on indictment?” There had, apparently, been a lot of blood, a degree of panic, and a lost tooth, though it turned out that the tooth was a milk tooth and would have been lost anyway. “Hardly the point,” the headmaster had said, when Bill offered this, and she couldn’t help thinking that the suspension might have been one week rather than two had she gone on her own.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Is he dead?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Not smart enough. They’re going to catch us. I’m sure of it. We shouldn’t have taken the train, I hate trains, people stare at me, they’ll remember me. But I didn’t know what else to do.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Am I losing my mind?” Marlon asked. “Or did you say Bethlehem?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I’m in Leipzig now. We’re only up for the day.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“It doesn’t matter. You’re fifteen. In the eyes of the law, you have no responsibility. Unless he’s very stupid, he’s got to be scared out of his mind right now. You’ve got all the power.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","And then, on November 4th, a miracle. Half the city had bravely taken to the streets. He was moving through crowds methodically, scanning faces, smiling at the loudspeakered voice of reason rejecting reunification and calling for reform instead. On Alexanderplatz, toward the ragged rear of the crowd, among the claustrophobes and undecideds, his heart gave a lurch before his brain knew why. There was a girl. A girl with spikily chopped hair and a safety-pin earring, a girl who was nonetheless Annagret. Her arm was linked with the arm of a similarly coiffed girl. Both of them blank-faced, aggressively bored. She’d ceased to be the good girl.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","(A) Were mediocre and cruel, because they adhered unquestioningly to a rotten educational model.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","(D) Masonic","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","“I need to find my book,” he said.","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","It was a hot day, as all the days were, and Ruth was on her veranda, eating a tuna-fish sandwich. She seldom ate tuna-fish sandwiches, because she found them an uncomfortable physical experience. After a few swallows, she felt as if she were having a heart attack. There was the tightness in her chest, her esophagus constricting, resisting passage, her oppressive baffled alarm. It was as if the splendid and courageous giant of the oceans were rising up in horror, disputing what had been done to it, and why should it not. . . .","",""
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","This is what she’d told Finn about the ducks: yesterday, in Stephen’s Green, the ducks on one of the ponds had died, the smaller pond with the gunmetal-green railings by the side exit to the shopping center, not one or two of the ducks but all of them. She’d seen them as she cut through the park on her way to the office, stopping where a small crowd had gathered. And Bill was right: it was no story for a child, especially not this child, so sensitive that sometimes she thought the very passage of air around him might strip the skin off him. But she’d arrived home late, and tired, and, on entering the kitchen and seeing them together in easy silence at the table, she’d felt a need to announce herself, to offer something that might allow access to their world. And so she’d unleashed it, the story of the ducks, how some were almost wholly submerged, just the tip of a wing or a tail feather breaking the surface of the water, while others lay on the bank, their jewelled heads pressing beak-shaped indents into the silt. One had made it onto the grass and lay toppled beneath the spiked branches of a hawthorn bush, and she knew that if she touched it it would still be warm. All the time she was talking, Finn was looking at her, and she could almost hear the thoughts whirring inside his head. Bill had raised an eyebrow as he dished out mashed potatoes and peas, the only dinner that Finn could be persuaded to eat. She’d looked toward the oven to see if perhaps he had cooked something else for her. He’d followed her gaze. “I could do you an egg if you like,” he said.","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Yes, Big Uncle.”","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","The sun was rising. The chairlift, visible across a pillowcase of fresh snow, was running.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Can you help me?” she whispered.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","“So are we. You’re out. It breaks your nondisclosure. Honestly, even if it doesn’t, it breaks something. Something is wrong. Your data is mud.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“We don’t have to talk. Just tell me where I can find you.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“No? That’s not why you brought me here?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Flower","http://www.newyorker.com/magazine/2015/06/29/the-flower","Wolfred stared at the blanketed lump of girl. Mackinnon had always been honest, for a trader. Fair, for a trader, and showed no signs of moral corruption beyond the usual—selling rum to Indians was outlawed. Wolfred could not take in what had happened, so again he went fishing. When he came back with another stringer of whitefish, his mind was clear. Mackinnon was a rescuer, he decided. He had saved the girl from Mink, and from a slave’s fate elsewhere. Wolfred chopped some kindling and built a small cooking fire beside the post. He roasted the fish whole, and Mackinnon ate them with last week’s tough bread. Tomorrow, Wolfred would bake. When he went back into the cabin, the girl was exactly where she’d been before. She hadn’t moved a hair. Which also meant that Mackinnon hadn’t touched her.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I can only talk for a minute,” she said.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","Sheets of paper were spread out on the grass. Stooping to get a better look, she saw that they were covered in complex, intricate diagrams, the margins scribbled with words like “plague” and “apocalypse” and little hand-drawn pictures of birds, small, fat-bellied things with disproportionately long legs and large feet. Among the drawings was a copy of a magazine, a publication brought to the house from time to time by a preacher woman. She was one of the few people who braved the muddy lane to visit them or, more precisely, to visit Bill and Finn, because she always called in the daytime.","",""
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","The King shoots her an arctic glare. She looks at you, her dark eyes avid and level, her neck arched and her shoulders flung back.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Only for a minute,” she murmured.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“We call her Jean for short,” my mother had smoothly replied.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","(B) Ingenious","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I’m just sick. I feel so sick. They’ll ask me one question, and everything will be obvious. I feel too sick to pretend.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Driver","http://www.newyorker.com/magazine/2015/09/28/the-driver-fiction-thomas-mcguane","“I wish you’d say something. You want to play the radio? You want me to play the radio? O.K., no radio.”","",""
"","","Ghosts and Empties","http://www.newyorker.com/magazine/2015/07/20/ghosts-and-empties","There is a boy of fifteen or so, tremendously fat, whose shirt is always off and who is always on the treadmill on his glassed-in porch. No matter how many times I find myself sailing past his window, there he is, his footsteps pounding so hard I can hear them from two blocks away. Because all the lights are on, to him there is nothing beyond the black in the window, and I wonder if he watches his reflection the way I watch him, if he sees how with each step his stomach ripples as if it were a pond into which someone had tossed a fist-size stone.","",""
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","At about noon, I turn off the television, take off my robe, and go back to bed to sleep, and the dishes—well, they can wait, what’s the hurry?","",""
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","That’s the reward? Marriage to a man who’d have had you decapitated if you failed to produce not just one but three miracles?","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","My eyes met Clara’s, as they always do at parties. She did not have to tell me: Run.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","There are two of you now. Neither is sufficient unto himself, but you learn, over time, to join your two halves together and hobble around. There are limits to what you can do, though you’re able to get from place to place. Each half, naturally, requires the coöperation of the other, and you find yourself getting snappish with yourself; you find yourself cursing yourself for your clumsiness, your overeagerness, your lack of consideration for your other half. You feel it doubly. Still, you go on. Still, you step in tandem, make your careful way up and down the stairs, admonishing, warning, each of you urging the other to slow down, or speed up, or wait a second. What else can you do? Each would be helpless without the other. Each would be stranded, laid flat, abandoned, bereft. ♦","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“If I tell him, your mother will lose her job. She’ll probably go to prison. Is that what you want?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I’m the one who should be killed. I’ve been doing something terrible to my mother.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","W.P.A. workers cut trails into the side of Mt. Joy, assisted by the Civilian Conservation Corps boys from Camp Thistle and Camp Bountiful. I’d seen these young men around town, on leave from the woods, in their mud-caked boots and khaki shirts with the government logo. Their greasy faces clumped together like olives in a jar. They were the young mechanics who had wrenched the lift out of a snowy void and into skeletal, functioning existence. To raise bodies from the base of the mountain to the summit in eleven minutes! It sounded like one of Jules Verne’s visions.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“I’m concerned about the girl, though. I talked to her again yesterday and asked if she was in trouble—my fear is that she’s been abused. She speaks so softly it’s hard to understand her, but she seemed to be saying that the authorities are already aware of her, and so she can’t go to them. Apparently she’s here because she has nowhere else to go.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","“Oh my, I did? Because I haven’t thought about him in ever so long. And he was so real, such a living force, my determinant.”","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","Which was a truth that surely didn’t apply only to her, for many must feel they are living lives that they no longer inhabit, just as sometimes the tears you shed seem to come from the eyes of another.","",""
